num,latitude,longitude,year,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
129,37.46280233552668,126.38632941070374,2012,Magikarp,Water,,200,20,10,55,15,20,80,1,False
3,37.6952260156096,127.06481679947149,2012,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False
3,37.6952260156096,127.06481679947149,2012,VenusaurMega Venusaur,Grass,Poison,625,80,100,123,122,120,80,1,False
19,37.47388874921691,127.50807857940487,2012,Rattata,Normal,,253,30,56,35,25,35,72,1,False
127,38.291433311941056,126.92857850395802,2012,Pinsir,Bug,,500,65,125,100,55,70,85,1,False
127,38.291433311941056,126.92857850395802,2012,PinsirMega Pinsir,Bug,Flying,600,65,155,120,65,90,105,1,False
126,38.18267284343999,128.01450265811195,2012,Magmar,Fire,,495,65,95,57,100,85,93,1,False
109,37.36456337672709,126.8512860800366,2012,Koffing,Poison,,340,40,65,95,60,45,35,1,False
136,37.79444539215181,126.90044396553793,2012,Flareon,Fire,,525,65,130,60,95,110,65,1,False
83,36.961360974139595,127.3336208521431,2012,Farfetch'd,Normal,Flying,352,52,65,55,58,62,60,1,False
88,36.859925851128395,126.14040711768946,2012,Grimer,Poison,,325,80,80,50,40,50,25,1,False
62,37.03411199649601,126.72540352523154,2012,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False
36,36.868763209974276,127.89145720543723,2012,Clefable,Fairy,,483,95,70,73,95,90,60,1,False
115,37.355627514567544,127.42555132961935,2012,Kangaskhan,Normal,,490,105,95,80,40,80,90,1,False
115,37.355627514567544,127.42555132961935,2012,KangaskhanMega Kangaskhan,Normal,,590,105,125,100,60,100,100,1,False
17,38.81755049042735,127.24453290807266,2012,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
2,37.99228354628674,127.50112736580033,2012,Ivysaur,Grass,Poison,405,60,62,63,80,80,60,1,False
18,37.80471030867309,126.51488351981267,2012,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,1,False
18,37.80471030867309,126.51488351981267,2012,PidgeotMega Pidgeot,Normal,Flying,579,83,80,80,135,80,121,1,False
118,37.96710572219847,127.62587396233786,2012,Goldeen,Water,,320,45,67,60,35,50,63,1,False
90,37.44300684628041,128.20404399807364,2012,Shellder,Water,,305,30,65,100,45,25,40,1,False
101,38.032971708172695,127.87871839564737,2012,Electrode,Electric,,480,60,50,70,80,80,140,1,False
120,37.85490170837934,127.34498313337409,2012,Staryu,Water,,340,30,45,55,70,55,85,1,False
141,37.574066029145776,127.14230185657583,2012,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
38,37.25049232276404,126.53962741142294,2012,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
27,37.40574131606473,127.4289097271954,2012,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
110,37.7940734783303,126.37673959503552,2012,Weezing,Poison,,490,65,90,120,85,70,60,1,False
70,38.69658160006321,126.96580413673142,2012,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
11,37.37573564326371,126.91757494639411,2012,Metapod,Bug,,205,50,20,55,25,25,30,1,False
138,36.18697237780365,126.2847824535559,2012,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False
13,37.49080672998705,126.80290091060718,2012,Weedle,Bug,Poison,195,40,35,30,20,20,50,1,False
71,37.22095424118073,127.21798355888322,2012,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
10,37.757817334774366,126.57084649261864,2012,Caterpie,Bug,,195,45,30,35,20,20,45,1,False
89,37.34506254287888,126.67335390744324,2012,Muk,Poison,,500,105,105,75,65,100,50,1,False
52,39.03759532594325,126.98808649111017,2012,Meowth,Normal,,290,40,45,35,40,40,90,1,False
42,37.719206908378744,127.27426918006964,2012,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
50,38.04430150256587,126.86680931959086,2012,Diglett,Ground,,265,10,55,25,35,45,95,1,False
105,37.815781824498686,127.13838894078957,2012,Marowak,Ground,,425,60,80,110,50,80,45,1,False
27,37.85729444311753,126.57457447932805,2012,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
44,37.28222403196602,126.9686628907749,2012,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
68,37.623354080922326,126.95684478835099,2012,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
75,37.61086598403278,126.96264663074595,2012,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
2,36.755813347494104,127.64623189138473,2012,Ivysaur,Grass,Poison,405,60,62,63,80,80,60,1,False
91,38.63693847156227,127.41234608614668,2012,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
99,37.653485739216734,126.64515794412252,2012,Kingler,Water,,475,55,130,115,50,50,75,1,False
64,37.780874939539714,127.00938145751522,2012,Kadabra,Psychic,,400,40,35,30,120,70,105,1,False
134,37.203584599803946,126.75268853315639,2012,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
106,37.63206717770431,127.54136148471906,2012,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
35,36.81919105886046,126.9326938695991,2012,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
78,37.37798809943782,127.4527609320404,2012,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
16,37.52244895041485,127.43568521784518,2012,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
5,38.431162661162986,126.79527519895478,2012,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
58,37.82129894507298,126.14761476227076,2012,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
51,37.41060553971207,127.31262696634383,2012,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False
14,36.93656883765655,126.92998624082827,2012,Kakuna,Bug,Poison,205,45,25,50,25,25,35,1,False
7,37.182498109809295,126.0717229939983,2012,Squirtle,Water,,314,44,48,65,50,64,43,1,False
62,37.8845319087032,126.89273252599456,2012,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False
38,37.00439069137918,127.16164221074735,2012,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
62,38.03709115789814,126.60731145489385,2012,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False
23,37.47038965092802,127.57751652547093,2012,Ekans,Poison,,288,35,60,44,40,54,55,1,False
106,36.905428219323255,127.2000432556518,2012,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
7,37.97773663716561,127.24551327273244,2012,Squirtle,Water,,314,44,48,65,50,64,43,1,False
108,36.774493122877494,126.18908319691985,2012,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
34,37.590618278533576,126.60174612337005,2012,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
34,37.6304761548635,127.08415142545148,2012,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
71,37.06140240123083,126.41088964749636,2012,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
24,37.03884051804494,126.89843226348827,2013,Arbok,Poison,,438,60,85,69,65,79,80,1,False
124,37.37224683888668,126.78599018276354,2013,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False
15,37.38558557605332,127.2817668501696,2013,Beedrill,Bug,Poison,395,65,90,40,45,80,75,1,False
15,37.38558557605332,127.2817668501696,2013,BeedrillMega Beedrill,Bug,Poison,495,65,150,40,15,80,145,1,False
96,37.17114839252765,126.74528019224196,2013,Drowzee,Psychic,,328,60,48,45,43,90,42,1,False
69,38.20522051232098,126.11955335514442,2013,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
72,37.386469053618875,127.22241165356134,2013,Tentacool,Water,Poison,335,40,40,35,50,100,70,1,False
51,37.84900072085756,128.09162506588052,2013,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False
87,37.70055627346797,126.8238049621585,2013,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
9,37.37452887933584,126.17101676263661,2013,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,37.37452887933584,126.17101676263661,2013,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
76,37.22583572153768,127.2973591328573,2013,Golem,Rock,Ground,495,80,120,130,55,65,45,1,False
139,38.13377723586718,126.93260534789844,2013,Omastar,Rock,Water,495,70,60,125,115,70,55,1,False
137,38.67569398422786,127.2447684516284,2013,Porygon,Normal,,395,65,60,70,85,75,40,1,False
81,37.47892789683422,126.51602686135702,2013,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
104,38.07818562980691,126.909371600503,2013,Cubone,Ground,,320,50,50,95,40,50,35,1,False
2,37.13981465339015,126.1442940199159,2013,Ivysaur,Grass,Poison,405,60,62,63,80,80,60,1,False
16,37.58468070066625,127.1974308885269,2013,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
10,37.92991176010757,127.21813864706692,2013,Caterpie,Bug,,195,45,30,35,20,20,45,1,False
92,37.90501494847051,126.563989370251,2013,Gastly,Ghost,Poison,310,30,35,30,100,35,80,1,False
138,36.9446940740599,127.31158442606075,2013,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False
51,37.99983723846178,127.33104080505504,2013,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False
12,38.161422018642156,127.3346380705812,2013,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
148,37.46338043918212,125.87645549225456,2013,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False
86,37.67732065018414,126.61755441474347,2013,Seel,Water,,325,65,45,55,45,70,45,1,False
90,37.9896901309453,126.03739709242302,2013,Shellder,Water,,305,30,65,100,45,25,40,1,False
65,37.680723954578426,126.36448246065169,2013,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,37.680723954578426,126.36448246065169,2013,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
117,37.661356469081895,126.7707296163131,2013,Seadra,Water,,440,55,65,95,95,45,85,1,False
142,36.959987772808404,127.09550474731792,2013,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,36.959987772808404,127.09550474731792,2013,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
118,37.56403887411936,126.28666999891288,2013,Goldeen,Water,,320,45,67,60,35,50,63,1,False
21,37.183645449454026,126.38847939862049,2013,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
80,38.03842685282766,127.04660009652763,2013,Slowbro,Water,Psychic,490,95,75,110,100,80,30,1,False
80,38.03842685282766,127.04660009652763,2013,SlowbroMega Slowbro,Water,Psychic,590,95,75,180,130,80,30,1,False
77,37.65453728074085,126.42054701689761,2013,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
5,38.61535541314601,126.96922159211195,2013,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
41,37.187588154780784,126.6014907966226,2013,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
141,37.722075914344785,125.96224574492271,2013,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
150,37.295273509033855,126.5368991835595,2013,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True
150,37.295273509033855,126.5368991835595,2013,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,1,True
150,37.295273509033855,126.5368991835595,2013,MewtwoMega Mewtwo Y,Psychic,,780,106,150,70,194,120,140,1,True
68,38.21402770250509,126.38043862890542,2013,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
13,38.76866405056958,126.86246082939088,2013,Weedle,Bug,Poison,195,40,35,30,20,20,50,1,False
151,37.91563441671301,126.51061863749202,2013,Mew,Psychic,,600,100,100,100,100,100,100,1,False
85,38.058289453718736,126.85878597302654,2013,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
24,37.88905034946337,126.96098375670503,2013,Arbok,Poison,,438,60,85,69,65,79,80,1,False
98,37.850303715737674,127.21467747211715,2013,Krabby,Water,,325,30,105,90,25,25,50,1,False
70,37.12775418157908,127.22281440801525,2013,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
48,37.53363888978692,126.49195195445517,2013,Venonat,Bug,Poison,305,60,55,50,40,55,45,1,False
42,38.06449120902183,127.06157109642436,2013,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
86,36.68505389126123,127.46340984248316,2013,Seel,Water,,325,65,45,55,45,70,45,1,False
17,38.10140265729052,127.17999205386324,2013,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
101,36.59906491588677,127.10420767219959,2013,Electrode,Electric,,480,60,50,70,80,80,140,1,False
42,37.57803379541473,127.2496672777991,2013,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
11,36.60531265720795,126.96240847969719,2013,Metapod,Bug,,205,50,20,55,25,25,30,1,False
84,37.35100342096075,127.03015285122515,2013,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
109,37.444850971756324,127.0289929302197,2013,Koffing,Poison,,340,40,65,95,60,45,35,1,False
115,38.31474144233323,126.89608672658412,2013,Kangaskhan,Normal,,490,105,95,80,40,80,90,1,False
115,38.31474144233323,126.89608672658412,2013,KangaskhanMega Kangaskhan,Normal,,590,105,125,100,60,100,100,1,False
126,37.71314892941238,126.60344013190472,2013,Magmar,Fire,,495,65,95,57,100,85,93,1,False
91,38.15665542592904,125.63232495171123,2013,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
121,36.53872669403514,126.4198876302044,2013,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False
151,37.090032516992224,126.73217658146191,2013,Mew,Psychic,,600,100,100,100,100,100,100,1,False
143,38.24900252140032,126.22549537753255,2013,Snorlax,Normal,,540,160,110,65,65,110,30,1,False
42,38.06608037219072,127.37483047624302,2013,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
41,37.13485604223892,126.90708082967353,2013,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
71,37.40314833487275,127.16520451086836,2013,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
63,37.21161696182223,126.50829812690236,2013,Abra,Psychic,,310,25,20,15,105,55,90,1,False
70,37.81149351672137,126.83140213856326,2013,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
21,37.09550955876684,126.37373896621956,2013,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
101,37.86404225126199,125.83032318818455,2013,Electrode,Electric,,480,60,50,70,80,80,140,1,False
151,37.66959021690892,127.22602048216889,2013,Mew,Psychic,,600,100,100,100,100,100,100,1,False
85,37.08715316024479,127.14969279976012,2013,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
108,37.852491279562706,126.82457323128082,2013,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
90,38.3575803389615,126.68632546084604,2013,Shellder,Water,,305,30,65,100,45,25,40,1,False
124,37.141465451132845,127.32371458669192,2013,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False
118,38.14234026676642,126.48790345865574,2013,Goldeen,Water,,320,45,67,60,35,50,63,1,False
91,37.10959340792883,126.78323856725896,2013,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
29,37.869966927337025,127.21638244087157,2013,Nidoran♀,Poison,,275,55,47,52,40,40,41,1,False
100,38.37845056018438,127.22365010507178,2013,Voltorb,Electric,,330,40,30,50,55,55,100,1,False
52,38.73585072919686,126.56969726123559,2013,Meowth,Normal,,290,40,45,35,40,40,90,1,False
142,37.85293505554557,126.5931976219017,2013,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.85293505554557,126.5931976219017,2013,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
142,37.69386137423172,127.28432221538257,2013,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.69386137423172,127.28432221538257,2013,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
103,37.96920453841395,126.85178089380419,2013,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
120,37.50176753410662,126.60747093782084,2013,Staryu,Water,,340,30,45,55,70,55,85,1,False
1,37.11914528107083,126.32130809370818,2013,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
53,37.623405996108445,127.12160294962088,2013,Persian,Normal,,440,65,70,60,65,65,115,1,False
93,37.76181677056693,127.3393070552814,2013,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
131,36.81625578686798,127.19478369391545,2013,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False
102,37.63498301140528,128.0188008769721,2013,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,False
117,37.411570138124816,126.61139809316117,2013,Seadra,Water,,440,55,65,95,95,45,85,1,False
127,36.97795415094468,126.97592088444571,2013,Pinsir,Bug,,500,65,125,100,55,70,85,1,False
127,36.97795415094468,126.97592088444571,2013,PinsirMega Pinsir,Bug,Flying,600,65,155,120,65,90,105,1,False
66,37.003309112120455,127.27005414075704,2013,Machop,Fighting,,305,70,80,50,35,35,35,1,False
60,37.57558710202289,127.18005685307227,2013,Poliwag,Water,,300,40,50,40,40,40,90,1,False
80,37.542576279706246,126.75240714647403,2013,Slowbro,Water,Psychic,490,95,75,110,100,80,30,1,False
80,37.542576279706246,126.75240714647403,2013,SlowbroMega Slowbro,Water,Psychic,590,95,75,180,130,80,30,1,False
142,36.98547178545655,126.62117010013496,2013,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,36.98547178545655,126.62117010013496,2013,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
30,37.29577439558664,127.55008480801457,2013,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
129,37.7012490428066,127.30716600367428,2013,Magikarp,Water,,200,20,10,55,15,20,80,1,False
75,37.7693456702025,127.40310149113088,2013,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
6,37.70117519681613,125.85935358221178,2013,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,37.70117519681613,125.85935358221178,2013,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,37.70117519681613,125.85935358221178,2013,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
148,37.73119422466276,126.80793737606308,2013,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False
18,37.8603388561965,126.94467779887542,2013,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,1,False
18,37.8603388561965,126.94467779887542,2013,PidgeotMega Pidgeot,Normal,Flying,579,83,80,80,135,80,121,1,False
89,37.43151081731444,127.10115693480857,2013,Muk,Poison,,500,105,105,75,65,100,50,1,False
20,37.781050629584776,125.8291772890801,2013,Raticate,Normal,,413,55,81,60,50,70,97,1,False
95,36.58076453378443,126.67221025050439,2013,Onix,Rock,Ground,385,35,45,160,30,45,70,1,False
32,37.639920292325236,127.34819376145006,2013,Nidoran♂,Poison,,273,46,57,40,40,40,50,1,False
35,37.58789212059893,127.10257925551169,2013,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
103,37.51225942022182,127.00260630072948,2013,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
50,38.03386268325003,126.71386853092797,2013,Diglett,Ground,,265,10,55,25,35,45,95,1,False
8,38.11584204857619,127.29251940862446,2013,Wartortle,Water,,405,59,63,80,65,80,58,1,False
54,37.29958025317818,127.02350737648715,2013,Psyduck,Water,,320,50,52,48,65,50,55,1,False
75,37.28251751214942,127.79887269518986,2013,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
21,37.27292852911693,127.44704316277632,2013,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
139,37.75980368103554,127.46601634249794,2013,Omastar,Rock,Water,495,70,60,125,115,70,55,1,False
112,37.96692227981656,126.72979730565689,2013,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
146,37.579392401309285,126.69014551799462,2013,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True
110,37.58136306884628,126.67269839548725,2013,Weezing,Poison,,490,65,90,120,85,70,60,1,False
46,38.024713221375265,127.93691706124913,2013,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
145,37.98803483073816,127.23147852477169,2013,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
146,36.55656250154073,126.76757959458806,2013,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True
90,37.40371861084601,126.69528460803792,2013,Shellder,Water,,305,30,65,100,45,25,40,1,False
87,36.55388286449798,126.91164844196045,2013,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
15,36.41440098040697,126.89711603321376,2013,Beedrill,Bug,Poison,395,65,90,40,45,80,75,1,False
15,36.41440098040697,126.89711603321376,2013,BeedrillMega Beedrill,Bug,Poison,495,65,150,40,15,80,145,1,False
121,37.836829415822834,127.06435696115358,2013,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False
131,37.84760332537731,126.67699083027654,2013,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False
102,38.03055175764774,126.86816269101114,2013,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,False
42,37.857308260045514,127.48167818188729,2013,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
59,36.51700805925472,128.04181487887774,2013,Arcanine,Fire,,555,90,110,80,100,80,95,1,False
47,37.19703896929305,127.98424162961196,2013,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
120,37.36840513079243,126.89871296331735,2013,Staryu,Water,,340,30,45,55,70,55,85,1,False
24,37.945821565290366,126.86794963790483,2013,Arbok,Poison,,438,60,85,69,65,79,80,1,False
124,38.60091996822747,127.2268432795777,2013,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False
23,36.84297554617251,125.88331950823466,2013,Ekans,Poison,,288,35,60,44,40,54,55,1,False
41,37.16739573665944,126.33807759304584,2013,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
65,38.13280867593585,127.34745512258212,2013,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,38.13280867593585,127.34745512258212,2013,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
107,38.13917168115065,126.84902531836254,2013,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
97,36.48734380924788,127.85019239144327,2013,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
32,38.149256722552835,126.19286130033238,2013,Nidoran♂,Poison,,273,46,57,40,40,40,50,1,False
147,37.572954125029725,127.5047345130933,2013,Dratini,Dragon,,300,41,64,45,50,50,50,1,False
21,37.64770810037579,126.52781888338795,2013,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
47,38.2714053366648,126.83304796072387,2013,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
82,37.264573468947596,126.23121911576186,2013,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
58,37.912351620527105,127.27732939591795,2013,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
70,37.245988777028195,127.44809748089867,2013,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
68,37.10488251558819,127.25667673393737,2013,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
62,37.04434030131485,127.0977030751986,2013,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False
91,38.3346850884196,127.46706023668285,2013,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
57,37.373724664694144,126.82914095794906,2013,Primeape,Fighting,,455,65,105,60,60,70,95,1,False
1,37.465242112134526,127.11187064579329,2013,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
55,37.1344786587474,127.96965456255188,2013,Golduck,Water,,500,80,82,78,95,80,85,1,False
45,37.913973833919904,126.74881825149632,2013,Vileplume,Grass,Poison,490,75,80,85,110,90,50,1,False
58,38.08239767941708,126.67368565096422,2013,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
108,36.44944552694738,126.21475975452003,2013,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
94,37.653144422899224,126.73934226562099,2013,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False
94,37.653144422899224,126.73934226562099,2013,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,1,False
57,37.53275554887398,127.2907057150986,2013,Primeape,Fighting,,455,65,105,60,60,70,95,1,False
19,37.72587857120036,126.65643681284867,2013,Rattata,Normal,,253,30,56,35,25,35,72,1,False
97,37.80170351180915,127.1972874064189,2013,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
145,37.90890566251547,127.47681593999341,2013,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
48,37.45150661552316,126.82046919104533,2013,Venonat,Bug,Poison,305,60,55,50,40,55,45,1,False
27,38.12737810431727,126.05341246282505,2013,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
59,36.993051202161574,127.93350376601421,2013,Arcanine,Fire,,555,90,110,80,100,80,95,1,False
31,37.401873843094855,126.73916882501206,2013,Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,1,False
140,37.203234115244435,127.20246478449313,2013,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
101,37.43511490656304,126.66297084652791,2013,Electrode,Electric,,480,60,50,70,80,80,140,1,False
84,38.13290141245295,126.4584884360369,2013,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
105,37.34254114933663,126.30761753386999,2013,Marowak,Ground,,425,60,80,110,50,80,45,1,False
77,36.35096621038352,127.0621761120139,2013,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
34,37.38443437603915,126.39632825551514,2013,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
94,36.83759543801374,126.68309134865324,2013,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False
94,36.83759543801374,126.68309134865324,2013,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,1,False
35,37.050399003132576,127.44676670498647,2013,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
148,37.91603172853663,127.13971896954516,2013,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False
79,37.79743729196428,125.87245772806347,2013,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,1,False
111,37.12579285012068,125.60721278644539,2013,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,1,False
35,37.160556206105724,128.4073866274076,2013,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
84,37.30838384042301,127.66651032232102,2013,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
73,38.25286804030955,127.59314929532573,2013,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
67,37.68278350630027,126.38868350291025,2013,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
81,38.089785847072896,126.41581183070431,2013,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
91,37.284370645818605,127.25280286219918,2013,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
93,37.48400453955907,127.23811485561384,2013,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
75,37.68861725833126,127.69776489606726,2013,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
99,36.94416530966978,126.27357526562801,2013,Kingler,Water,,475,55,130,115,50,50,75,1,False
81,36.715258051838,126.65752721452348,2013,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
100,38.513243872686104,126.79122607063536,2013,Voltorb,Electric,,330,40,30,50,55,55,100,1,False
122,37.88846340117573,127.60881524672817,2013,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,False
58,37.286254672941084,127.01110016317175,2013,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
72,37.595707916711575,127.38915764610766,2013,Tentacool,Water,Poison,335,40,40,35,50,100,70,1,False
17,36.929609314229694,126.35142620692406,2013,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
